Player,Team,Pos,Speed,Power,Speed+Power,Def Boost,EPM,EPM Off,EPM Def,Off -12,Off -11,Off -10,Off -9,Off -8,Off -7,Off -6,Off -5,Off -4,Off -3,Off -2,Off -1,Off +0,Off +1,Off +2,Off +3,Off +4,Off +5,Off +6,Off +7,Off +8,Off +9,Off +10,Off +11,Off +12,Off +13,Off +14,Off +15,Off +16,Off +17,Off +18,Total Advantages,Total Disadvantages,Neutral Matchups,Adv by Speed,Adv by Power,Adv by Both,Off Adv Magnitude,Off Dis Magnitude,Off Net Magnitude,Off Mean Roll Bonus,Off Max,Off Min,Off Blunted by Opp Def,Off Neutralised by Opp Def,Def -12,Def -11,Def -10,Def -9,Def -8,Def -7,Def -6,Def -5,Def -4,Def -3,Def -2,Def -1,Def +0,Def +1,Def +2,Def +3,Def +4,Def +5,Def +6,Def +7,Def +8,Def +9,Def +10,Def +11,Def +12,Def +13,Def +14,Def +15,Def +16,Def +17,Def +18,Advantages Allowed,Penalties Forced,Neutrals Allowed,Def Magnitude Allowed,Def Net Magnitude,Def Mean Allowed,Def Blunted (his Def Boost),Def Neutralised (his Def Boost),Net Edge,Budget Net Edge,Def Boost Credit,Net Edge z,EPM z,Residual,Off Residual,Def Residual
Jevon Carter,ORL,PG,8,4,12,-1,-2.7847,-1.6006,-1.1841,0,0,0,1,1,3,16,20,30,30,37,49,59,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,107,187,59,98,0,9,223,567,-344,-0.9745,6,-9,15,10,0,0,0,0,0,0,0,0,0,0,2,7,12,26,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,332,9,12,1771,1760,4.9858,0,0,-5.9603,-5.9178,-0.0425,-1.1934,-1.0953,-0.0981,-0.2832,-0.3498
Trendon Watford,NOP,PF,3,5,8,-2,-4.7336,-2.6433,-2.0903,0,0,1,3,7,12,30,48,53,59,52,36,30,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,301,30,0,21,1,33,1126,-1093,-3.0963,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,9,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,350,1,2,2413,2412,6.8329,0,0,-9.9292,-9.9292,0,-1.9997,-1.9209,-0.0787,-0.5194,-0.3748
Dru Smith,MIA,SG,11,7,18,2,-0.1153,-2.1818,2.0665,0,0,0,0,0,0,1,1,3,16,20,30,51,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,231,71,51,151,1,79,795,141,654,1.8527,9,-6,79,22,0,0,0,0,0,0,0,2,7,13,26,37,114,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,0,154,85,114,442,276,0.7819,422,79,1.0708,0.0992,0.9717,0.2351,0.0356,0.1995,1.0585,-1.3081
Luka Garza,BOS,C,7,12,19,-1,0.7943,2.1684,-1.3741,0,0,0,0,0,0,0,1,2,5,13,15,38,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,279,36,38,2,215,62,1181,69,1112,3.1501,10,-5,82,16,0,0,0,0,0,0,0,1,5,10,15,33,47,51,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,242,64,47,923,805,2.2805,0,0,0.8697,1.102,-0.2323,0.1943,0.421,-0.2267,-0.7321,0.983
Buddy Hield,ATL,SG,8,7,15,-1,-1.4312,-0.8805,-0.5507,0,0,0,0,0,1,1,5,13,27,33,49,86,51,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,138,129,86,58,31,49,290,286,4,0.0113,6,-7,24,17,0,0,0,0,0,0,0,0,6,8,12,24,25,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,0,278,50,25,1151,1055,2.9887,0,0,-2.9773,-2.9093,-0.068,-0.5873,-0.5219,-0.0654,-0.2963,-0.0269
Jalen Pickett,LAC,SG,9,5,14,-1,-1.8617,-1.2948,-0.5669,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.7043,-0.0914,-0.0918,-0.4433
Jalen Wilson,ATL,PF,4,5,9,-2,-4.5086,-2.6006,-1.908,0,0,1,1,5,9,19,45,51,59,66,43,29,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,299,29,3,19,3,37,1017,-980,-2.7762,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,16,37,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,342,3,8,2174,2171,6.1501,0,0,-8.9263,-8.9263,0,-1.7959,-1.8256,0.0297,-0.424,-0.2351
Jaden Hardy,LAL,SG,9,5,14,-2,-2.0616,-0.3349,-1.7267,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.789,-0.0067,-0.5921,0.5477
Kobe Brown,IND,PF,5,7,12,-2,-2.8196,-1.2835,-1.5362,0,0,0,0,1,3,7,12,30,48,53,59,59,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,213,59,1,65,15,165,560,-395,-1.119,5,-8,10,8,0,0,0,0,0,0,0,0,0,1,3,11,8,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,330,15,8,1724,1704,4.8272,0,0,-5.9462,-5.9178,-0.0283,-1.1905,-1.1101,-0.0804,-0.5016,0.0196
Nae'Qwan Tomlin,CLE,PF,7,8,15,0,-1.255,-1.605,0.3501,0,0,0,0,0,1,1,5,9,19,45,51,75,59,35,28,15,8,2,0,0,0,0,0,0,0,0,0,0,0,0,147,131,75,27,83,37,325,272,53,0.1501,6,-7,29,17,0,0,0,0,0,0,0,0,3,9,9,16,36,36,49,45,32,39,26,19,18,8,4,3,1,0,0,0,0,0,0,280,37,36,1182,1109,3.1416,0,0,-2.9915,-2.9093,-0.0822,-0.5902,-0.4472,-0.143,0.1323,-0.8626
Pete Nance,MIL,PF,6,8,14,-1,-1.7296,-0.9002,-0.8294,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.6483,-0.1439,-0.3496,-0.1503
Ochai Agbaji,2TM,SG,6,5,11,0,-3.1307,-3.0853,-0.0455,0,0,0,1,1,5,13,27,33,49,70,63,54,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,262,54,15,8,14,65,747,-682,-1.932,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,6,8,11,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,328,14,11,1783,1763,4.9943,0,0,-6.9263,-6.9207,-0.0057,-1.3896,-1.2419,-0.1477,0.1388,-1.3263
Josh Green,UTA,SG,10,6,16,0,-0.866,-1.2941,0.4281,0,0,0,0,0,1,1,3,16,20,30,30,61,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,191,101,61,142,2,47,564,242,322,0.9122,8,-7,57,25,0,0,0,0,0,0,0,0,2,7,13,26,36,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,269,48,36,1133,1052,2.9802,0,0,-2.068,-1.9065,-0.1615,-0.4026,-0.2824,-0.1202,0.2503,-0.8595
Leonard Miller,CHI,SF,8,8,16,-1,-0.9442,-0.1651,-0.7791,0,0,0,0,0,1,0,2,9,14,33,47,77,59,51,31,16,10,3,0,0,0,0,0,0,0,0,0,0,0,0,170,106,77,50,63,57,386,208,178,0.5042,6,-7,38,23,0,0,0,0,0,0,0,2,7,9,15,25,40,36,52,33,40,32,25,14,13,5,3,1,1,0,0,0,0,0,0,255,58,40,1009,889,2.5184,0,0,-2.0142,-1.9065,-0.1076,-0.3916,-0.3156,-0.0761,-0.488,0.3717
Gary Payton II,GSW,SG,12,8,20,1,0.8509,-0.1507,1.0016,0,0,0,0,0,0,0,1,1,3,16,20,44,37,40,41,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,268,41,44,148,14,106,1063,70,993,2.813,10,-5,94,15,0,0,0,0,0,0,2,7,13,26,37,36,78,48,35,26,18,11,4,7,2,1,1,1,0,0,0,0,0,0,0,154,121,78,442,155,0.4391,189,35,2.3739,2.1048,0.2691,0.4999,0.4449,0.0549,0.3528,-0.25
Kenrich Williams,OKC,PF,6,8,14,-1,-1.9186,-0.9551,-0.9635,0,0,0,0,0,1,3,7,12,30,48,53,74,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,125,154,74,5,96,24,290,347,-57,-0.1615,6,-7,26,16,0,0,0,0,0,0,0,0,1,3,11,9,22,34,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,307,24,22,1394,1350,3.8244,0,0,-3.9858,-3.9122,-0.0737,-0.7922,-0.7284,-0.0639,-0.3209,-0.0358
Justin Edwards,PHI,SF,7,6,13,-1,-2.5777,-1.5227,-1.055,0,0,0,0,1,1,5,13,27,33,49,70,67,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,199,67,38,23,26,152,485,-333,-0.9433,5,-8,7,5,0,0,0,0,0,0,0,0,0,6,8,12,23,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,304,26,23,1455,1409,3.9915,0,0,-4.9348,-4.915,-0.0198,-0.985,-1.0076,0.0226,-0.3124,-0.0299
Mouhamed Gueye,ATL,PF,7,9,16,1,-0.762,-1.8932,1.1312,0,0,0,0,0,0,1,3,7,12,30,48,62,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,190,101,62,19,126,45,480,193,287,0.813,7,-6,36,10,0,0,0,0,0,0,0,1,3,11,9,23,83,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,0,223,47,83,814,723,2.0482,273,50,-1.2351,-1.9065,0.6714,-0.2334,-0.2383,0.005,0.5261,-1.0569
Goga Bitadze,ORL,C,7,12,19,1,0.6872,-0.2805,0.9677,0,0,0,0,0,0,0,1,2,5,13,15,38,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,279,36,38,2,215,62,1181,69,1112,3.1501,10,-5,82,16,0,0,0,0,0,0,0,1,5,10,15,33,98,42,36,25,29,19,17,12,6,3,2,0,0,0,0,0,0,0,0,191,64,98,681,563,1.5949,242,51,1.5552,1.102,0.4533,0.3335,0.3756,-0.0421,0.5443,-0.7211
Julian Strawther,DEN,SG,8,6,14,-1,-1.8665,-0.9679,-0.8986,0,0,0,0,0,2,1,7,30,24,37,60,73,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,119,161,73,70,12,37,238,381,-143,-0.4051,6,-7,16,11,0,0,0,0,0,0,0,0,2,7,10,19,23,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,38,23,1322,1254,3.5524,0,0,-3.9575,-3.9122,-0.0453,-0.7865,-0.7063,-0.0802,-0.4038,0.0265
Guerschon Yabusele,2TM,C,5,8,13,-1,-2.3678,-1.5896,-0.7782,0,0,0,0,0,2,6,8,21,30,53,51,61,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,121,171,61,1,105,15,283,421,-138,-0.3909,6,-7,24,14,0,0,0,0,0,0,0,0,0,1,5,9,12,22,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,326,15,12,1643,1621,4.5921,0,0,-4.983,-4.915,-0.068,-0.9948,-0.9187,-0.0761,-0.0745,-0.5262
Micah Peavy,NOP,SG,6,5,11,0,-3.1874,-2.9793,-0.2081,0,0,0,1,1,5,13,27,33,49,70,63,54,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,262,54,15,8,14,65,747,-682,-1.932,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,6,8,11,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,328,14,11,1783,1763,4.9943,0,0,-6.9263,-6.9207,-0.0057,-1.3896,-1.2659,-0.1237,0.0835,-1.1874
Rob Dillingham,CHI,PG,4,2,6,-1,-5.7156,-4.8615,-0.8541,0,2,1,7,30,24,37,60,63,60,39,15,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,338,9,6,0,0,7,1550,-1543,-4.3711,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,352,0,1,2670,2670,7.5637,0,0,-11.9348,-11.9348,0,-2.4072,-2.337,-0.0702,0.1683,-1.7472
Caleb Martin,DAL,SF,7,5,12,1,-3.0386,-4.0047,0.9662,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,42,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,292,19,42,1322,1292,3.6601,316,24,-5.0368,-5.9178,0.881,-1.0057,-1.2028,0.1971,0.822,-1.6133
Karlo Matković,NOP,PF,7,9,16,0,-0.8209,-0.9151,0.0942,0,0,0,0,0,0,1,3,7,12,30,48,62,65,44,30,29,13,7,2,0,0,0,0,0,0,0,0,0,0,0,190,101,62,19,126,45,480,193,287,0.813,7,-6,36,10,0,0,0,0,0,0,0,1,3,11,9,23,33,50,43,46,29,34,21,23,13,7,4,3,0,0,0,0,0,0,0,273,47,33,1087,996,2.8215,0,0,-2.0085,-1.9065,-0.102,-0.3905,-0.2633,-0.1272,0.0163,-0.5055
Nick Richards,MIA,C,2,4,6,-3,-6.2089,-3.6683,-2.5406,0,1,3,7,12,30,48,53,59,52,36,31,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,332,12,0,9,0,11,1458,-1447,-4.0992,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,23,34,50,43,46,29,34,21,23,13,7,4,3,0,0,353,0,0,2766,2766,7.8357,0,0,-11.9348,-11.9348,0,-2.4072,-2.546,0.1388,-0.3537,-0.4239
Hugo González,BOS,SF,9,7,16,1,-0.7841,-2.2349,1.4507,0,0,0,0,0,0,2,1,7,30,24,37,83,50,52,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,169,101,83,89,19,61,407,220,187,0.5297,7,-6,40,24,0,0,0,0,0,0,0,2,7,10,19,24,77,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,0,0,0,214,62,77,770,640,1.813,260,46,-1.2833,-1.9065,0.6232,-0.2431,-0.2477,0.0046,0.6001,-1.2282
Tyus Jones,DEN,PG,5,3,8,-2,-4.5591,-2.8488,-1.7104,0,0,2,1,7,30,24,37,60,63,60,39,14,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,323,14,14,0,2,23,1212,-1189,-3.3683,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,10,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,345,2,6,2318,2316,6.5609,0,0,-9.9292,-9.9292,0,-1.9997,-1.847,-0.1526,-0.5122,-0.5817
Dwight Powell,DAL,C,6,10,16,0,-0.9851,-1.441,0.4559,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.3329,-0.0651,0.4872,-1.0621
Gradey Dick,TOR,SG,7,5,12,0,-2.7413,-2.3056,-0.4357,0,0,0,0,2,1,7,30,24,37,60,63,62,38,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,224,62,45,3,19,119,605,-486,-1.3768,5,-8,5,3,0,0,0,0,0,0,0,0,0,2,7,10,18,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,0,0,0,316,19,18,1638,1608,4.5552,0,0,-5.932,-5.9178,-0.0142,-1.1876,-1.0769,-0.1107,-0.0636,-0.8029
Jamaree Bouyea,PHX,PG,10,5,15,1,-1.3194,-2.2473,0.928,0,0,0,0,0,2,0,10,21,19,31,21,60,39,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,189,104,60,167,0,22,562,288,274,0.7762,8,-7,56,24,0,0,0,0,0,0,0,0,0,2,7,13,64,43,45,32,49,33,22,18,9,4,7,2,1,1,1,0,0,0,0,267,22,64,1087,1054,2.9858,303,36,-2.2096,-2.9093,0.6997,-0.4313,-0.4745,0.0431,0.6971,-1.289
Paul Reed,DET,C,10,14,24,2,3.5702,1.3583,2.2118,0,0,0,0,0,0,0,0,0,0,1,4,24,16,22,32,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,324,5,24,7,135,182,1828,6,1822,5.1615,12,-2,119,17,0,0,0,0,1,5,10,13,31,45,50,46,91,20,17,12,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,61,201,91,145,-428,-1.2125,210,54,6.3739,6.1161,0.2578,1.3125,1.597,-0.2844,0.4292,-0.5694
Gary Harris,DET,SG,5,4,9,-1,-4.1207,-3.3561,-0.7645,0,0,1,1,5,13,27,33,49,70,63,53,19,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,315,19,10,3,6,28,1062,-1034,-2.9292,3,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,12,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,340,6,7,2123,2117,5.9972,0,0,-8.9263,-8.9263,0,-1.7959,-1.6613,-0.1347,-0.0865,-1.1459
Tristan Vukcevic,WAS,C,6,10,16,-1,-1.0185,-0.2611,-0.7573,0,0,0,0,0,0,1,4,8,16,21,32,68,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,203,82,68,2,174,27,656,180,476,1.3484,8,-6,49,16,0,0,0,0,0,0,0,0,1,5,10,13,30,45,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,294,29,30,1250,1198,3.3938,0,0,-2.0453,-1.9065,-0.1388,-0.398,-0.347,-0.051,-0.1278,-0.0256
Aaron Holiday,HOU,PG,9,5,14,0,-1.6765,-1.4003,-0.2762,0,0,0,0,1,1,3,16,20,30,30,37,65,43,43,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,150,138,65,128,0,22,373,380,-7,-0.0198,7,-8,32,17,0,0,0,0,0,0,0,0,0,2,7,13,25,37,36,44,35,48,35,26,18,11,4,7,2,1,1,1,0,0,0,306,22,25,1439,1406,3.983,0,0,-4.0028,-3.9122,-0.0907,-0.7957,-0.6258,-0.1699,-0.0368,-0.6916
Jordan Hawkins,NOP,SG,4,2,6,-2,-5.7636,-3.501,-2.2626,0,2,1,7,30,24,37,60,63,60,39,15,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,338,9,6,0,0,7,1550,-1543,-4.3711,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,19,24,32,46,33,46,38,36,25,15,7,9,2,1,1,1,352,0,1,2670,2670,7.5637,0,0,-11.9348,-11.9348,0,-2.4072,-2.3573,-0.0498,-0.5408,-0.5438
Jonas Valančiūnas,DEN,C,6,12,18,-1,0.3313,1.1,-0.7688,0,0,0,0,0,0,1,2,3,9,8,17,36,29,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,277,40,36,0,248,29,1179,88,1091,3.0907,10,-6,81,15,0,0,0,0,0,0,0,0,1,5,10,15,34,49,51,41,41,20,28,19,17,11,6,3,2,0,0,0,0,0,0,288,31,34,1191,1137,3.221,0,0,-0.1303,0.0992,-0.2295,-0.0089,0.2248,-0.2337,-0.1971,0.0589
Drew Eubanks,SAC,C,3,6,9,-1,-4.1118,-2.7788,-1.333,0,0,0,2,6,8,21,30,53,51,48,47,38,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,266,38,0,48,1,82,906,-824,-2.3343,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,9,13,22,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,348,1,4,2330,2329,6.5977,0,0,-8.932,-8.9263,-0.0057,-1.7971,-1.6575,-0.1396,-0.1688,-0.92
Jaylen Clark,MIN,SG,9,6,15,1,-1.2918,-2.2775,0.9858,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,69,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,0,242,42,69,935,861,2.4391,280,38,-2.2096,-2.9093,0.6997,-0.4313,-0.4628,0.0315,0.512,-1.1018
Noah Penda,ORL,SF,6,5,11,-1,-3.4952,-2.5909,-0.9043,0,0,0,1,1,5,13,27,33,49,70,63,54,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,262,54,15,8,14,65,747,-682,-1.932,4,-9,2,2,0,0,0,0,0,0,0,0,0,0,6,8,11,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,328,14,11,1783,1763,4.9943,0,0,-6.9263,-6.9207,-0.0057,-1.3896,-1.3963,0.0067,-0.1189,-0.5926
Jett Howard,DAL,SF,7,6,13,-2,-2.2312,-0.6287,-1.6025,0,0,0,0,1,1,5,13,27,33,49,70,67,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,199,67,38,23,26,152,485,-333,-0.9433,5,-8,7,5,0,0,0,0,0,0,0,0,0,6,8,12,23,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,304,26,23,1455,1409,3.9915,0,0,-4.9348,-4.915,-0.0198,-0.985,-0.8608,-0.1242,-0.7783,0.4379
Tre Mann,WAS,PG,4,3,7,-2,-5.1697,-3.4383,-1.7314,0,1,1,5,13,27,33,49,70,63,53,20,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,335,10,6,2,0,9,1397,-1388,-3.932,2,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,24,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,348,0,5,2471,2471,7,0,0,-10.932,-10.932,0,-2.2034,-2.1057,-0.0977,-0.4121,-0.7537
Terrence Shannon Jr.,MIN,SG,7,6,13,-1,-2.4817,-1.217,-1.2646,0,0,0,0,1,1,5,13,27,33,49,70,67,50,18,11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,199,67,38,23,26,152,485,-333,-0.9433,5,-8,7,5,0,0,0,0,0,0,0,0,0,6,8,12,23,26,43,41,41,42,34,31,19,10,10,4,1,1,1,0,0,0,0,304,26,23,1455,1409,3.9915,0,0,-4.9348,-4.915,-0.0198,-0.985,-0.9669,-0.0181,-0.4717,0.1492
Clint Capela,HOU,C,8,13,21,3,1.583,-1.7593,3.3423,0,0,0,0,0,0,0,0,1,2,5,13,27,26,31,47,30,51,40,31,27,13,7,2,0,0,0,0,0,0,0,305,21,27,4,198,103,1486,33,1453,4.1161,11,-4,95,13,0,0,0,0,0,0,1,5,10,15,33,48,153,29,19,17,12,6,3,2,0,0,0,0,0,0,0,0,0,0,0,88,112,153,228,-2,-0.0057,453,103,4.1218,3.1076,1.0142,0.855,0.7551,0.0999,1.67,-2.0573
Thomas Bryant,CLE,C,7,11,18,0,-0.0122,0.1708,-0.183,0,0,0,0,0,0,0,1,4,8,16,21,49,51,32,51,40,31,27,13,7,2,0,0,0,0,0,0,0,0,0,254,50,49,6,190,58,910,98,812,2.3003,9,-5,67,18,0,0,0,0,0,0,0,1,5,10,13,31,44,50,46,38,20,34,20,17,12,7,3,2,0,0,0,0,0,0,0,249,60,44,956,844,2.3909,0,0,-0.0907,0.0992,-0.1898,-0.0008,0.0793,-0.0801,-0.0032,-0.0824
Jamal Cain,ORL,SF,9,6,15,0,-1.3564,-0.9783,-0.3781,0,0,0,0,0,1,2,2,22,29,26,45,68,50,44,35,13,10,5,1,0,0,0,0,0,0,0,0,0,0,0,158,127,68,109,8,41,382,301,81,0.2295,7,-7,33,18,0,0,0,0,0,0,0,0,2,7,12,21,31,38,40,36,44,41,30,21,12,6,7,2,1,1,1,0,0,0,0,280,42,31,1215,1141,3.2323,0,0,-3.0028,-2.9093,-0.0935,-0.5925,-0.4902,-0.1023,-0.1652,-0.2798
Rasheer Fleming,PHX,PF,6,9,15,0,-1.3478,-1.7833,0.4356,0,0,0,0,0,0,2,6,8,21,30,53,59,53,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,174,120,59,3,145,26,457,250,207,0.5864,7,-6,33,9,0,0,0,0,0,0,0,0,1,5,9,13,21,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,304,28,21,1317,1267,3.5892,0,0,-3.0028,-2.9093,-0.0935,-0.5925,-0.4865,-0.106,0.3856,-1.1294
Zeke Nnaji,DEN,PF,5,8,13,1,-2.4133,-3.192,0.7786,0,0,0,0,0,2,6,8,21,30,53,51,61,41,31,27,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,121,171,61,1,105,15,283,421,-138,-0.3909,6,-7,24,14,0,0,0,0,0,0,0,0,0,1,5,9,34,45,47,46,45,23,30,25,18,12,7,4,2,0,0,0,0,0,0,304,15,34,1317,1295,3.6686,326,22,-4.0595,-4.915,0.8555,-0.8072,-0.938,0.1308,0.7606,-1.4567
Tyrese Haliburton,IND,PG,17,10,27,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,8,9,17,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,344,1,8,143,0,201,2631,1,2630,7.4504,15,-1,145,5,0,0,0,0,2,7,13,29,37,46,46,37,46,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,90,217,46,257,-446,-1.2635,0,0,8.7139,9.1246,-0.4108,,,,,
Kyrie Irving,DAL,SG,16,10,26,-1,,,,0,0,0,0,0,0,0,0,0,0,1,1,12,18,16,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,339,2,12,138,4,197,2294,3,2291,6.4901,14,-2,141,8,0,0,0,0,2,7,13,29,37,46,42,37,48,29,22,16,9,4,7,2,1,1,1,0,0,0,0,0,0,0,0,92,213,48,260,-435,-1.2323,0,0,7.7224,8.1218,-0.3994,,,,,
Damian Lillard,POR,PG,16,9,25,-1,,,,0,0,0,0,0,0,0,0,0,0,1,4,13,17,13,22,29,24,41,39,43,43,35,13,10,5,1,0,0,0,0,335,5,13,164,0,171,2287,6,2281,6.4618,14,-2,140,8,0,0,0,0,0,2,7,13,29,37,46,46,36,47,28,21,16,9,4,7,2,1,1,1,0,0,0,0,0,0,0,137,180,36,394,-92,-0.2606,0,0,6.7224,7.119,-0.3966,,,,,
